word,pos_tf,bdc,pos_tf_bdc
波罗,0.95,1,0.95
波动,0.95,1,0.95
拨档,0.95,1,0.95
并于,0.95,1,0.95
并列,0.95,1,0.95
秉持,0.95,1,0.95
秉,0.95,1,0.95
冰雪,0.95,1,0.95
冰上,0.95,1,0.95
缤纷,0.95,1,0.95
宾士,0.95,1,0.95
别有洞天,0.95,1,0.95
别树一帜,0.95,1,0.95
别客,0.95,1,0.95
表上,0.95,1,0.95
表情,0.95,1,0.95
表盘,0.95,1,0.95
表来,0.95,1,0.95
飙了,0.95,1,0.95
飙到,0.95,1,0.95
标示,0.95,1,0.95
标齐,0.95,1,0.95
标记,0.95,1,0.95
标盖,0.95,1,0.95
标法,0.95,1,0.95
便成,0.95,1,0.95
变小,0.95,1,0.95
变迁,0.95,1,0.95
变矩器,0.95,1,0.95
变动,0.95,1,0.95
扁长,0.95,1,0.95
扁平化,0.95,1,0.95
扁口,0.95,1,0.95
编为,0.95,1,0.95
编编,0.95,1,0.95
避震器,0.95,1,0.95
避振,0.95,1,0.95
避祸,0.95,1,0.95
壁垒,0.95,1,0.95
毙,0.95,1,0.95
庇佑,0.95,1,0.95
必尽,0.95,1,0.95
必不可少,0.95,1,0.95
鄙人,0.95,1,0.95
彼时,0.95,1,0.95
比小卡,0.95,1,0.95
比来比去,0.95,1,0.95
比较稳定,0.95,1,0.95
比较简单,0.95,1,0.95
比高,0.95,1,0.95
比比,0.95,1,0.95
迸发出,0.95,1,0.95
本地化,0.95,1,0.95
被淹,0.95,1,0.95
被选为,0.95,1,0.95
倍增,0.95,1,0.95
背部,0.95,1,0.95
备,0.95,1,0.95
贝斯,0.95,1,0.95
北京火车站,0.95,1,0.95
北斗,0.95,1,0.95
悲惨世界,0.95,1,0.95
爆过,0.95,1,0.95
爆发式,0.95,1,0.95
暴露,0.95,1,0.95
抱满,0.95,1,0.95
报到,0.95,1,0.95
保有,0.95,1,0.95
保温,0.95,1,0.95
保护性,0.95,1,0.95
保护区,0.95,1,0.95
保护法,0.95,1,0.95
保持良好,0.95,1,0.95
宝刀不老,0.95,1,0.95
饱含,0.95,1,0.95
薄壁,0.95,1,0.95
褒扬,0.95,1,0.95
包小包,0.95,1,0.95
包边,0.95,1,0.95
傍晚,0.95,1,0.95
榜哥,0.95,1,0.95
帮到,0.95,1,0.95
半圆,0.95,1,0.95
半透明,0.95,1,0.95
半拍,0.95,1,0.95
半年度,0.95,1,0.95
办喜事,0.95,1,0.95
板材,0.95,1,0.95
搬运,0.95,1,0.95
搬到,0.95,1,0.95
败走麦城,0.95,1,0.95
摆设,0.95,1,0.95
摆平,0.95,1,0.95
摆过,0.95,1,0.95
百强,0.95,1,0.95
百看不厌,0.95,1,0.95
百恒,0.95,1,0.95
百变梦,0.95,1,0.95
白昼,0.95,1,0.95
白开水,0.95,1,0.95
把头,0.95,1,0.95
巴巴,0.95,1,0.95
奥组委,0.95,1,0.95
奥运冠军,0.95,1,0.95
奥斯卡,0.95,1,0.95
奥迪量产,0.95,1,0.95
傲人,0.95,1,0.95
鏖战,0.95,1,0.95
鳌头,0.95,1,0.95
凹凸,0.95,1,0.95
黯然,0.95,1,0.95
暗路,0.95,1,0.95
暗,0.95,1,0.95
按压,0.95,1,0.95
按摩室,0.95,1,0.95
鞍部,0.95,1,0.95
安逸,0.95,1,0.95
安奈,0.95,1,0.95
安驾,0.95,1,0.95
爱骑,0.95,1,0.95
爱家,0.95,1,0.95
爱答不理,0.95,1,0.95
艾潇,0.95,1,0.95
艾森,0.95,1,0.95
吖,0.95,1,0.95
Fashion,0.95,1,0.95
fashion,0.95,1,0.95
DREAM,0.95,1,0.95
dna,0.95,1,0.95
业务,1.9,0.49,0.94
究其原因,1.9,0.5,0.94
净利润,1.9,0.5,0.94
电吸门,1.9,0.5,0.94
打消,1.9,0.5,0.94
车友,7.62,0.12,0.94
不平,1.9,0.5,0.94
办事,1.9,0.5,0.94
区别,7.62,0.12,0.93
共,9.52,0.1,0.93
风,13.33,0.07,0.93
反映,4.76,0.19,0.93
大概,8.57,0.11,0.93
坐上去,1.9,0.48,0.92
总产量,1.9,0.48,0.92
资本,1.9,0.48,0.92
壮大,1.9,0.48,0.92
主销,1.9,0.48,0.92
主观,1.9,0.48,0.92
众所周知,1.9,0.48,0.92
直通,1.9,0.48,0.92
真车,1.9,0.48,0.92
真不少,1.9,0.48,0.92
这回,1.9,0.48,0.92
战袍,1.9,0.48,0.92
占有,1.9,0.48,0.92
增速,4.76,0.19,0.92
脏,1.9,0.48,0.92
赞赏,1.9,0.48,0.92
越是,1.9,0.48,0.92
约会,1.9,0.48,0.92
雨伞,1.9,0.48,0.92
有待,1.9,0.48,0.92
优,1.9,0.48,0.92
拥车,1.9,0.48,0.92
英致,1.9,0.48,0.92
一家老小,1.9,0.48,0.92
一度,4.76,0.19,0.92
腰部,1.9,0.48,0.92
亚洲,1.9,0.48,0.92
选来,1.9,0.48,0.92
信念,1.9,0.48,0.92
新一轮,1.9,0.48,0.92
小时候,1.9,0.48,0.92
小马拉,1.9,0.48,0.92
想起,1.9,0.48,0.92
下定,1.9,0.48,0.92
洗脑,1.9,0.48,0.92
膝部,1.9,0.48,0.92
吸睛,1.9,0.48,0.92
武装,1.9,0.48,0.92
五星级,1.9,0.48,0.92
无可厚非,1.9,0.48,0.92
无级,1.9,0.48,0.92
稳稳,1.9,0.48,0.92
文艺,1.9,0.48,0.92
温暖,1.9,0.48,0.92
网格,1.9,0.48,0.92
娃,1.9,0.48,0.92
透过,1.9,0.48,0.92
透,1.9,0.48,0.92
偷偷,1.9,0.48,0.92
体贴,1.9,0.48,0.92
提不起,1.9,0.48,0.92
套,1.9,0.48,0.92
随手,1.9,0.48,0.92
俗话说,1.9,0.48,0.92
思考,1.9,0.48,0.92
甩开,1.9,0.48,0.92
输入,1.9,0.48,0.92
室内,1.9,0.48,0.92
视为,1.9,0.48,0.92
时会,1.9,0.48,0.92
生命周期,1.9,0.48,0.92
升程,1.9,0.48,0.92
上下,4.76,0.19,0.92
上将,1.9,0.48,0.92
赛,1.9,0.48,0.92
荣誉,1.9,0.48,0.92
日记,1.9,0.48,0.92
认知度,1.9,0.48,0.92
忍不住,1.9,0.48,0.92
人人,1.9,0.48,0.92
热烈,1.9,0.48,0.92
绕,1.9,0.48,0.92
倾斜,4.76,0.19,0.92
倾,4.76,0.19,0.92
轻快,4.76,0.19,0.92
巧妙,1.9,0.48,0.92
浅,1.9,0.48,0.92
钱包,1.9,0.48,0.92
前十,1.9,0.48,0.92
恰恰,1.9,0.48,0.92
汽缸,1.9,0.48,0.92
瓶,1.9,0.48,0.92
频频,1.9,0.48,0.92
女排,1.9,0.48,0.92
女孩子,1.9,0.48,0.92
碾压,1.9,0.48,0.92
年代,4.76,0.19,0.92
耐,1.9,0.48,0.92
明朗,1.9,0.48,0.92
名单,1.9,0.48,0.92
妹,1.9,0.48,0.92
没到,1.9,0.48,0.92
盲目,1.9,0.48,0.92
流体,1.9,0.48,0.92
脸谱,1.9,0.48,0.92
历时,1.9,0.48,0.92
力气,1.9,0.48,0.92
类似,7.62,0.12,0.92
泪眼,1.9,0.48,0.92
老实,1.9,0.48,0.92
老牌,1.9,0.48,0.92
蓝驱,1.9,0.48,0.92
扩,1.9,0.48,0.92
空载,1.9,0.48,0.92
可能性,1.9,0.48,0.92
可控,1.9,0.48,0.92
抗拒,1.9,0.48,0.92
看图,1.9,0.48,0.92
开起,1.9,0.48,0.92
开发,15.24,0.06,0.92
境界,1.9,0.48,0.92
景点,1.9,0.48,0.92
精细,4.76,0.19,0.92
进驻,1.9,0.48,0.92
简易,1.9,0.48,0.92
兼修,1.9,0.48,0.92
家中,1.9,0.48,0.92
机舱,1.9,0.48,0.92
环法,1.9,0.48,0.92
花哨,1.9,0.48,0.92
后边,1.9,0.48,0.92
横空出世,1.9,0.48,0.92
黑马,1.9,0.48,0.92
耗油,1.9,0.48,0.92
好友,1.9,0.48,0.92
过日子,1.9,0.48,0.92
过年,1.9,0.48,0.92
规范,1.9,0.48,0.92
冠名,1.9,0.48,0.92
观看,1.9,0.48,0.92
狗,1.9,0.48,0.92
更胜一筹,1.9,0.48,0.92
高峰,1.9,0.48,0.92
感兴趣,1.9,0.48,0.92
改为,1.9,0.48,0.92
分频,1.9,0.48,0.92
防眩目,1.9,0.48,0.92
方形,1.9,0.48,0.92
翻倍,1.9,0.48,0.92
发展趋势,1.9,0.48,0.92
多样,1.9,0.48,0.92
肚子,1.9,0.48,0.92
洞察,1.9,0.48,0.92
定为,1.9,0.48,0.92
钓鱼,1.9,0.48,0.92
雕塑,1.9,0.48,0.92
点儿,1.9,0.48,0.92
颠,1.9,0.48,0.92
弟,1.9,0.48,0.92
地,1.9,0.48,0.92
等同,1.9,0.48,0.92
得来,1.9,0.48,0.92
得当,1.9,0.48,0.92
到时候,1.9,0.48,0.92
档杆,1.9,0.48,0.92
耽误,1.9,0.48,0.92
单月,1.9,0.48,0.92
大众化,1.9,0.48,0.92
打招呼,1.9,0.48,0.92
闯,1.9,0.48,0.92
出名,1.9,0.48,0.92
出乎意料,1.9,0.48,0.92
吃力,4.76,0.19,0.92
呈现出,1.9,0.48,0.92
车载,14.28,0.06,0.92
厂方,1.9,0.48,0.92
差劲,1.9,0.48,0.92
侧漏,1.9,0.48,0.92
采取,1.9,0.48,0.92
不亚于,1.9,0.48,0.92
不论,1.9,0.48,0.92
波,1.9,0.48,0.92
拨动,1.9,0.48,0.92
必备,1.9,0.48,0.92
暴增,1.9,0.48,0.92
包揽,1.9,0.48,0.92
爸妈,1.9,0.48,0.92
爱人,1.9,0.48,0.92
CEO,1.9,0.48,0.92
ABS,1.9,0.48,0.92
正,15.24,0.06,0.91
前行,8.57,0.11,0.91
家里,12.38,0.07,0.91
行,31.42,0.03,0.91
正在,4.76,0.19,0.9
油,10.47,0.09,0.9
微微,3.81,0.24,0.9
贴合,3.81,0.24,0.9
全,54.28,0.02,0.9
前面,13.33,0.07,0.9
你们,4.76,0.19,0.9
略显,3.81,0.24,0.9
亮度,3.81,0.24,0.9
顶部,3.81,0.24,0.9
代步,12.38,0.07,0.9
重磅,1.9,0.47,0.89
中型车,9.52,0.09,0.89
锁定,1.9,0.47,0.89
首先,22.85,0.04,0.89
能否,1.9,0.47,0.89
慢,1.9,0.47,0.89
更新,1.9,0.47,0.89
产品线,1.9,0.47,0.89
保护,9.52,0.09,0.89
线路,2.86,0.31,0.88
夏天,7.62,0.12,0.88
哪,20.95,0.04,0.88
好歹,2.86,0.31,0.88
关门,2.86,0.31,0.88
车中,9.52,0.09,0.88
踩,3.81,0.23,0.88
部件,7.62,0.12,0.88
不远,2.86,0.31,0.88
像是,9.52,0.09,0.87
想着,2.86,0.3,0.87
现在,73.32,0.01,0.87
五年,2.86,0.3,0.87
精品,9.52,0.09,0.87
近,19.04,0.05,0.87
接待,2.86,0.3,0.87
国,1.9,0.46,0.87
参与,1.9,0.46,0.87
并非,1.9,0.46,0.87
各位,7.62,0.11,0.86
这些,43.8,0.02,0.85
影响力,7.62,0.11,0.85
无,28.57,0.03,0.85
花,10.47,0.08,0.85
管理,1.9,0.45,0.85
哥,1.9,0.45,0.85
注意,9.52,0.09,0.84
试,16.19,0.05,0.84
前轮,1.9,0.44,0.84
马力,9.52,0.09,0.84
玻璃,6.67,0.13,0.84
保险杠,16.19,0.05,0.84
啊,78.08,0.01,0.84
中型,9.52,0.09,0.83
投诉,0.95,0.87,0.83
听到,1.9,0.44,0.83
手套,3.81,0.22,0.83
视角,3.81,0.22,0.83
深度,1.9,0.44,0.83
确定,9.52,0.09,0.83
前置,1.9,0.44,0.83
年内,1.9,0.44,0.83
码,1.9,0.44,0.83
节省,2.86,0.29,0.83
坚持,11.43,0.07,0.83
基本上,12.38,0.07,0.83
个子,2.86,0.29,0.83
订单,1.9,0.44,0.83
冲,1.9,0.44,0.83
包含,1.9,0.44,0.83
欧洲,19.04,0.04,0.82
另,9.52,0.09,0.82
丑,3.81,0.22,0.82
必须,20.95,0.04,0.82
专,1.9,0.42,0.81
张,1.9,0.42,0.81
越野车,5.71,0.14,0.81
异味,0.95,0.85,0.81
售后服务,3.81,0.21,0.81
实际,19.04,0.04,0.81
庞大,2.86,0.28,0.81
老公,1.9,0.42,0.81
啦,20.95,0.04,0.81
经理,1.9,0.42,0.81
奖励,1.9,0.42,0.81
护板,1.9,0.42,0.81
都市,1.9,0.42,0.81
地位,15.24,0.05,0.81
出游,1.9,0.42,0.81
走出,1.9,0.42,0.8
状,1.9,0.42,0.8
装饰板,1.9,0.42,0.8
专场,1.9,0.42,0.8
抓,1.9,0.42,0.8
主导,1.9,0.42,0.8
中意,5.71,0.14,0.8
中午,1.9,0.42,0.8
直逼,1.9,0.42,0.8
知名度,1.9,0.42,0.8
之内,1.9,0.42,0.8
这块,5.71,0.14,0.8
遮阳板,1.9,0.42,0.8
肇庆,1.9,0.42,0.8
障碍,1.9,0.42,0.8
早先,1.9,0.42,0.8
在售,1.9,0.42,0.8
欲望,1.9,0.42,0.8
有钱人,1.9,0.42,0.8
优先,1.9,0.42,0.8
用到,1.9,0.42,0.8
影片,1.9,0.42,0.8
以,1.9,0.42,0.8
仪表板,1.9,0.42,0.8
养车,1.9,0.42,0.8
言,1.9,0.42,0.8
选项,1.9,0.42,0.8
信息反馈,1.9,0.42,0.8
我一,1.9,0.42,0.8
通道,1.9,0.42,0.8
体会,5.71,0.14,0.8
搜,1.9,0.42,0.8
硕大,1.9,0.42,0.8
说真的,1.9,0.42,0.8
说到,1.9,0.42,0.8
实测,1.9,0.42,0.8
神话,1.9,0.42,0.8
山,1.9,0.42,0.8
瑞典,1.9,0.42,0.8
全能,1.9,0.42,0.8
全力,1.9,0.42,0.8
轻巧,1.9,0.42,0.8
前段时间,1.9,0.42,0.8
恰巧,1.9,0.42,0.8
起点,1.9,0.42,0.8
平安,1.9,0.42,0.8
拼搏,1.9,0.42,0.8
泡,1.9,0.42,0.8
年销量,1.9,0.42,0.8
逆向,1.9,0.42,0.8
逆袭,1.9,0.42,0.8
难得,1.9,0.42,0.8
耐脏,1.9,0.42,0.8
那车,1.9,0.42,0.8
木,6.67,0.12,0.8
民用,1.9,0.42,0.8
密集,1.9,0.42,0.8
猛禽,1.9,0.42,0.8
铝制,1.9,0.42,0.8
立下,1.9,0.42,0.8
里边,1.9,0.42,0.8
了了,1.9,0.42,0.8
框,1.9,0.42,0.8
卡钳,1.9,0.42,0.8
飓风,1.9,0.42,0.8
举重队,1.9,0.42,0.8
就行了,1.9,0.42,0.8
惊讶,1.9,0.42,0.8
谨慎,1.9,0.42,0.8
捷克,1.9,0.42,0.8
教授,1.9,0.42,0.8
脚下,1.9,0.42,0.8
建厂,1.9,0.42,0.8
减排,1.9,0.42,0.8
坚定,1.9,0.42,0.8
加之,1.9,0.42,0.8
极速,1.9,0.42,0.8
跻身,1.9,0.42,0.8
汇聚,1.9,0.42,0.8
合,1.9,0.42,0.8
喝,1.9,0.42,0.8
毫不,1.9,0.42,0.8
行李箱,5.71,0.14,0.8
含义,1.9,0.42,0.8
还算,1.9,0.42,0.8
国产品牌,1.9,0.42,0.8
辜负,1.9,0.42,0.8
各地,1.9,0.42,0.8
干净,1.9,0.42,0.8
赶脚,1.9,0.42,0.8
风情,1.9,0.42,0.8
放开,1.9,0.42,0.8
房,1.9,0.42,0.8
范,6.67,0.12,0.8
反复,1.9,0.42,0.8
对置,1.9,0.42,0.8
点亮,1.9,0.42,0.8
挡板,1.9,0.42,0.8
打算,9.52,0.08,0.8
春节,1.9,0.42,0.8
衬托,1.9,0.42,0.8
场地,1.9,0.42,0.8
常用,1.9,0.42,0.8
操作性,1.9,0.42,0.8
步伐,1.9,0.42,0.8
不相上下,1.9,0.42,0.8
博世,1.9,0.42,0.8
表格,1.9,0.42,0.8
表弟,1.9,0.42,0.8
保驾护航,1.9,0.42,0.8
专业,11.43,0.07,0.79
修,1.9,0.41,0.79
小型,11.43,0.07,0.79
此,6.67,0.12,0.79
抱,2.86,0.28,0.79
资料,1.9,0.41,0.78
重大,1.9,0.41,0.78
样式,10.47,0.07,0.78
学校,1.9,0.41,0.78
网站,1.9,0.41,0.78
统一,7.62,0.1,0.78
她,30.47,0.03,0.78
匹,1.9,0.41,0.78
朋友圈,1.9,0.41,0.78
届时,1.9,0.41,0.78
即便,8.57,0.09,0.78
副,8.57,0.09,0.78
分为,1.9,0.41,0.78
凡,1.9,0.41,0.78
多么,1.9,0.41,0.78
屌,1.9,0.41,0.78
答案,1.9,0.41,0.78
出手,1.9,0.41,0.78
城,1.9,0.41,0.78
车库,1.9,0.41,0.78
不论是,5.71,0.14,0.78
中控,17.14,0.04,0.77
至今,12.38,0.06,0.77
整,1.9,0.4,0.77
严重,0.95,0.81,0.77
微型车,1.9,0.4,0.77
吐,2.86,0.27,0.77
离合,35.23,0.02,0.77
关键,9.52,0.08,0.77
有钱,1.9,0.4,0.76
现已,1.9,0.4,0.76
先锋,1.9,0.4,0.76
推广,1.9,0.4,0.76
身边,9.52,0.08,0.76
商家,1.9,0.4,0.76
荣耀,1.9,0.4,0.76
瞄准,1.9,0.4,0.76
门槛,1.9,0.4,0.76
可是,8.57,0.09,0.76
互联网,1.9,0.4,0.76
更换,5.71,0.13,0.76
参展,1.9,0.4,0.76
只要,14.28,0.05,0.75
乞丐,3.81,0.2,0.75
广大,11.43,0.07,0.75
坐下,1.9,0.39,0.74
总体而言,1.9,0.39,0.74
总监,1.9,0.39,0.74
众将,1.9,0.39,0.74
再也,1.9,0.39,0.74
应该,43.8,0.02,0.74
引进,1.9,0.39,0.74
下班,1.9,0.39,0.74
听,21.9,0.03,0.74
岁月,1.9,0.39,0.74
四指,1.9,0.39,0.74
说不出,1.9,0.39,0.74
试试,1.9,0.39,0.74
市里,1.9,0.39,0.74
烧,0.95,0.78,0.74
日内瓦,1.9,0.39,0.74
前期,1.9,0.39,0.74
朋友,65.7,0.01,0.74
女儿,1.9,0.39,0.74
门口,1.9,0.39,0.74
滤芯,1.9,0.39,0.74
看不见,1.9,0.39,0.74
开展,1.9,0.39,0.74
脚感,1.9,0.39,0.74
几率,1.9,0.39,0.74
还给,1.9,0.39,0.74
惯,1.9,0.39,0.74
观众,1.9,0.39,0.74
隔壁,1.9,0.39,0.74
胳膊,1.9,0.39,0.74
高档,8.57,0.09,0.74
服务质量,1.9,0.39,0.74
飞速,1.9,0.39,0.74
独享,1.9,0.39,0.74
定,18.09,0.04,0.74
掉,6.67,0.11,0.74
地道,1.9,0.39,0.74
担忧,1.9,0.39,0.74
大点,1.9,0.39,0.74
常见,1.9,0.39,0.74
舱盖,1.9,0.39,0.74
不便,1.9,0.39,0.74
宝马车,3.81,0.19,0.74
宝宝,6.67,0.11,0.74
最合适,1.9,0.39,0.73
走,39.99,0.02,0.73
总共,1.9,0.39,0.73
致敬,1.9,0.39,0.73
之车,1.9,0.39,0.73
展翅,1.9,0.39,0.73
怎,1.9,0.39,0.73
运输,1.9,0.39,0.73
优于,1.9,0.39,0.73
意,1.9,0.39,0.73
一期,1.9,0.39,0.73
选购,1.9,0.39,0.73
心仪,1.9,0.39,0.73
想换,1.9,0.39,0.73
相较,1.9,0.39,0.73
媳妇儿,1.9,0.39,0.73
悉数,1.9,0.39,0.73
文,1.9,0.39,0.73
突兀,1.9,0.39,0.73
条幅,1.9,0.39,0.73
唐,1.9,0.39,0.73
谈谈,1.9,0.39,0.73
太太,1.9,0.39,0.73
素质,1.9,0.39,0.73
撕,1.9,0.39,0.73
睡觉,1.9,0.39,0.73
水,2.86,0.26,0.73
适时,1.9,0.39,0.73
势,1.9,0.39,0.73
市民,1.9,0.39,0.73
神器,1.9,0.39,0.73
驱版,1.9,0.39,0.73
前车,1.9,0.39,0.73
恰好,1.9,0.39,0.73
起到,1.9,0.39,0.73
品,1.9,0.39,0.73
胖,1.9,0.39,0.73
美的,1.9,0.39,0.73
没多久,1.9,0.39,0.73
满满的,1.9,0.39,0.73
来得,1.9,0.39,0.73
坑洼,1.9,0.39,0.73
可不是,1.9,0.39,0.73
接着,1.9,0.39,0.73
极地,1.9,0.39,0.73
基本,36.18,0.02,0.73
汇,1.9,0.39,0.73
合作,1.9,0.38,0.73
合一,1.9,0.39,0.73
公交车,1.9,0.39,0.73
给人以,1.9,0.39,0.73
分区,1.9,0.39,0.73
仿佛,1.9,0.39,0.73
发大财,1.9,0.39,0.73
盯,1.9,0.39,0.73
挡位,1.9,0.39,0.73
大叔,1.9,0.39,0.73
创,1.9,0.39,0.73
抽,1.9,0.39,0.73
舱内,1.9,0.39,0.73
不知,2.86,0.25,0.73
不难,1.9,0.39,0.73
不乏,1.9,0.39,0.73
不多,1.9,0.39,0.73
不变,1.9,0.39,0.73
边上,1.9,0.39,0.73
比肩,1.9,0.39,0.73
比不上,1.9,0.39,0.73
比,1.9,0.39,0.73
呗,1.9,0.39,0.73
备受瞩目,1.9,0.39,0.73
报道,3.81,0.19,0.73
爸爸,1.9,0.39,0.73
最强,1.9,0.38,0.72
中东,1.9,0.38,0.72
照曝光,1.9,0.38,0.72
早期,1.9,0.38,0.72
约,18.09,0.04,0.72
艺术,1.9,0.38,0.72
以前,15.24,0.05,0.72
响,0.95,0.76,0.72
下线,1.9,0.38,0.72
吸气,13.33,0.05,0.72
套装,1.9,0.38,0.72
烫,0.95,0.76,0.72
探索,1.9,0.38,0.72
数量,1.9,0.38,0.72
牌,3.81,0.19,0.72
女性,1.9,0.38,0.72
难度,1.9,0.38,0.72
买得起,1.9,0.38,0.72
例子,1.9,0.38,0.72
立即,1.9,0.38,0.72
监控,1.9,0.38,0.72
计算,1.9,0.38,0.72
含,1.9,0.38,0.72
俄罗斯,1.9,0.38,0.72
对象,1.9,0.38,0.72
此时,1.9,0.38,0.72
瞅,1.9,0.38,0.72
博文,1.9,0.38,0.72
按揭,1.9,0.38,0.72
做法,1.9,0.37,0.71
最终,23.8,0.03,0.71
最美,1.9,0.37,0.71
自动化,1.9,0.37,0.71
撞,1.9,0.37,0.71
转移,1.9,0.37,0.71
周边,1.9,0.37,0.71
指针,1.9,0.37,0.71
占用,1.9,0.37,0.71
悦,1.9,0.37,0.71
语言,12.38,0.06,0.71
雨,1.9,0.37,0.71
有意思,1.9,0.37,0.71
游泳队,1.9,0.37,0.71
油箱,1.9,0.37,0.71
由此,1.9,0.37,0.71
优惠政策,1.9,0.37,0.71
迎合,1.9,0.37,0.71
逸致,1.9,0.37,0.71
演练,1.9,0.37,0.71
严格,1.9,0.37,0.71
邂逅,1.9,0.37,0.71
系数,1.9,0.37,0.71
腿,1.9,0.37,0.71
头条,1.9,0.37,0.71
思路,1.9,0.37,0.71
说话,1.9,0.37,0.71
申报,1.9,0.37,0.71
商,1.9,0.37,0.71
三宝,1.9,0.37,0.71
认真,1.9,0.37,0.71
群众,1.9,0.37,0.71
前辈,1.9,0.37,0.71
品鉴,1.9,0.37,0.71
内心,1.9,0.37,0.71
摩托,1.9,0.37,0.71
明,1.9,0.37,0.71
领略,1.9,0.37,0.71
扩充,1.9,0.37,0.71
进取,1.9,0.37,0.71
进气口,1.9,0.37,0.71
紧接着,1.9,0.37,0.71
减震器,1.9,0.37,0.71
获,1.9,0.37,0.71
活,1.9,0.37,0.71
回头,1.9,0.37,0.71
话题,1.9,0.37,0.71
忽然,1.9,0.37,0.71
好不好,1.9,0.37,0.71
哈尔滨,1.9,0.37,0.71
国民,1.9,0.37,0.71
供,1.9,0.37,0.71
工薪阶层,1.9,0.37,0.71
葛先生,1.9,0.37,0.71
感动,1.9,0.37,0.71
富,1.9,0.37,0.71
放松,1.9,0.37,0.71
对应,1.9,0.37,0.71
队伍,1.9,0.37,0.71
动力车,1.9,0.37,0.71
冬天,1.9,0.37,0.71
谍,1.9,0.37,0.71
电视,1.9,0.37,0.71
挡手,1.9,0.37,0.71
带动,1.9,0.37,0.71
打造出,1.9,0.37,0.71
此款,1.9,0.37,0.71
初步,1.9,0.37,0.71
层面,1.9,0.37,0.71
采购,1.9,0.37,0.71
部长,1.9,0.37,0.71
步入,1.9,0.37,0.71
不同于,1.9,0.37,0.71
不然,1.9,0.37,0.71
必然,1.9,0.37,0.71
尊版,1.9,0.37,0.7
最先,1.9,0.37,0.7
走进,1.9,0.37,0.7
注定,1.9,0.37,0.7
这边,1.9,0.37,0.7
原先,1.9,0.37,0.7
一模一样,1.9,0.37,0.7
先后,1.9,0.37,0.7
望,1.9,0.37,0.7
上图,1.9,0.37,0.7
商用车,1.9,0.37,0.7
青年,1.9,0.37,0.7
抢占,1.9,0.37,0.7
盘子,1.9,0.37,0.7
明年,0.95,0.74,0.7
毛,1.9,0.37,0.7
拉开,1.9,0.37,0.7
客户,21.9,0.03,0.7
聚焦,1.9,0.37,0.7
街上,1.9,0.37,0.7
街道,1.9,0.37,0.7
纪录,1.9,0.37,0.7
激动,1.9,0.37,0.7
海报,1.9,0.37,0.7
规格,1.9,0.37,0.7
告知,1.9,0.37,0.7
钢板,7.62,0.09,0.7
房子,1.9,0.37,0.7
动系统,1.9,0.37,0.7
刺激,1.9,0.37,0.7
产业,1.9,0.37,0.7
侧,10.47,0.07,0.7
臂,1.9,0.37,0.7
转向灯,7.62,0.09,0.69
指出,1.9,0.36,0.69
只有,22.85,0.03,0.69
臃肿,1.9,0.36,0.69
要不然,1.9,0.36,0.69
疼,1.9,0.36,0.69
什么,67.61,0.01,0.69
权益,1.9,0.36,0.69
宁波,0.95,0.72,0.69
男生,1.9,0.36,0.69
名字,6.67,0.1,0.69
介入,7.62,0.09,0.69
机会,0.95,0.72,0.69
坏,0.95,0.73,0.69
过个,1.9,0.36,0.69
对手,15.24,0.05,0.69
动车,10.47,0.07,0.69
懂,15.24,0.05,0.69
出厂,2.86,0.24,0.69
最近,18.09,0.04,0.68
直观,4.76,0.14,0.68
缘故,2.86,0.24,0.68
原有,4.76,0.14,0.68
应付,4.76,0.14,0.68
尾气,0.95,0.71,0.68
退车,0.95,0.71,0.68
瞬间,13.33,0.05,0.68
上坡,4.76,0.14,0.68
排气,11.43,0.06,0.68
没开,4.76,0.14,0.68
可能,38.09,0.02,0.68
锦湖,0.95,0.71,0.68
接缝处,0.95,0.71,0.68
间隙,4.76,0.14,0.68
坚决,0.95,0.71,0.68
风窗,0.95,0.71,0.68
至少,11.43,0.06,0.67
正好,8.57,0.08,0.67
型,25.71,0.03,0.67
上有,1.9,0.35,0.67
碰到,1.9,0.35,0.67
观望,1.9,0.35,0.67
打不着,0.95,0.71,0.67
粗糙,0.95,0.71,0.67
厂商,7.62,0.09,0.67
奥运会,8.57,0.08,0.67
微,0.95,0.69,0.66
生产,17.14,0.04,0.66
纯,14.28,0.05,0.66
彻底,4.76,0.14,0.66
忠实,3.81,0.17,0.65
永远,1.9,0.34,0.65
协调,6.67,0.1,0.65
想想,5.71,0.11,0.65
稳当,3.81,0.17,0.65
挺大,3.81,0.17,0.65
识别,5.71,0.11,0.65
入手,24.76,0.03,0.65
日益,3.81,0.17,0.65
老气,8.57,0.08,0.65
估计,10.47,0.06,0.65
哥们,6.67,0.1,0.65
冲击,6.67,0.1,0.65
不要,17.14,0.04,0.65
保修期,0.95,0.68,0.65
宝,0.95,0.68,0.65
原车,2.86,0.22,0.64
上升,5.71,0.11,0.64
仍,8.57,0.07,0.64
农村,5.71,0.11,0.64
工作,18.09,0.04,0.64
工业,8.57,0.07,0.64
大家,54.28,0.01,0.64
车主,66.65,0.01,0.64
预售,0.95,0.66,0.63
以上,23.8,0.03,0.63
晚上,7.62,0.08,0.63
通病,0.95,0.66,0.63
控制系统,7.62,0.08,0.63
恐怕,2.86,0.22,0.63
居然,3.81,0.16,0.63
建议,2.86,0.22,0.63
缝隙,2.86,0.22,0.63
迟滞,0.95,0.66,0.63
