word	pos_tf	neg_tf	idf	bdc	pos_tf_idf	neg_tf_idf	pos_tf_bdc	neg_tf_bdc
其车	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
五毛	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
生产率	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
不单是	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
大门口	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
坚持	11.43	8.31	2.89	0.07	32.97	23.99	0.83	0.60
策略	3.81	0.00	3.24	0.38	12.33	0.00	1.44	0.00
误	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
fk2	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
新国	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
高举	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
品牌形象	3.81	4.16	3.28	0.03	12.48	13.62	0.12	0.13
再快	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
烦人	0.00	8.31	4.02	1.00	0.00	33.39	0.00	8.31
失效	0.00	12.47	4.02	1.00	0.00	50.08	0.00	12.47
大牌	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
高配	3.81	4.16	3.28	0.03	12.48	13.62	0.12	0.13
偏见	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
记号	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
嫉妒	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
忍	0.95	4.16	3.54	0.11	3.37	14.71	0.11	0.46
邓	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
常听到	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
lavida	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
心中有数	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
2	7.62	12.47	2.69	0.01	20.52	33.59	0.05	0.09
士兵	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
性情	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
低迷	0.95	4.16	4.02	0.50	3.82	16.69	0.47	2.06
仿木	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
超低	2.86	0.00	3.62	0.56	10.34	0.00	1.61	0.00
dr	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
百叶	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
激活码	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
柴油车	0.00	16.63	3.54	0.82	0.00	58.84	0.00	13.55
音皇	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
几斤几两	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
提名	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
闭幕式	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
厚重感	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
庸才	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
亚军	1.90	8.31	3.47	0.24	6.61	28.86	0.45	1.96
玉白	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
WOKS	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
不懈努力	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
火葬场	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
裂开	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
免税	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
车网	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
资本	1.90	0.00	3.72	0.48	7.07	0.00	0.92	0.00
推诿	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
不锈	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
读数	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
侃侃而谈	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
空前绝后	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
后台	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
薛之谦	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
展台	3.81	0.00	2.92	0.42	11.12	0.00	1.59	0.00
曝出	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
严实	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
民族性	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
haval	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
大本营	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
车族	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
中东	1.90	0.00	3.32	0.38	6.32	0.00	0.72	0.00
拜拜	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
本色	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
假期	2.86	0.00	3.36	0.39	9.61	0.00	1.10	0.00
海拉	0.95	0.00	3.32	0.49	3.16	0.00	0.47	0.00
逆势上涨	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
圆梦	0.00	0.00	3.62	1.00	0.00	0.00	0.00	0.00
等级	3.81	0.00	3.36	0.45	12.81	0.00	1.70	0.00
再好	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
n20b20	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
分外	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
庆阳	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
bcm09	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
低价位	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
团	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
自此	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
驭感	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
直逼	1.90	0.00	3.62	0.42	6.89	0.00	0.80	0.00
珠海	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
身后	0.95	0.00	3.54	0.40	3.37	0.00	0.38	0.00
铁人三项	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
眯眯眼	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
虚	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
方向感	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
国王	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
靠	17.14	8.31	2.68	0.09	46.00	22.31	1.62	0.79
开拓者	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
闯	1.90	0.00	3.84	0.48	7.31	0.00	0.92	0.00
邓小平	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
＂	0.95	0.00	4.02	0.39	3.82	0.00	0.37	0.00
堤	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
荣幸	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
保持一致	2.86	0.00	3.17	0.37	9.06	0.00	1.07	0.00
嘴皮	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
签订	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
偏离	4.76	4.16	3.24	0.03	15.42	13.46	0.16	0.14
帐篷	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
心想	0.00	4.16	3.62	0.44	0.00	15.04	0.00	1.84
凤凰网	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
服务质量	1.90	4.16	3.84	0.39	7.31	15.96	0.74	1.63
四驱三	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
玩车	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
砥砺	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
m2	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
均衡性	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
单管	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
无风出	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
表示	9.52	20.78	2.42	0.04	23.09	50.40	0.41	0.89
撞击力	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
Plus	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
落伍	0.95	4.16	3.84	0.29	3.66	15.96	0.28	1.20
本质	0.95	4.16	3.62	0.14	3.45	15.04	0.14	0.59
动车	10.47	8.31	2.92	0.07	30.58	24.27	0.69	0.54
初	6.67	4.16	2.96	0.05	19.70	12.28	0.30	0.19
发布公告	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
责任险	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
edifier	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
业内	0.95	8.31	3.72	0.48	3.54	30.88	0.46	4.03
动线	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
博莱	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
出租车	7.62	4.16	2.83	0.07	21.53	11.74	0.56	0.31
凸起	4.76	4.16	3.54	0.39	16.85	14.71	1.87	1.64
芬达	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
庐阳区	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
Cross	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
李从福	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
宁波市	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
橡胶	0.00	8.31	3.84	0.71	0.00	31.92	0.00	5.88
右	6.67	29.10	2.90	0.22	19.34	84.44	1.45	6.32
先觉	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
没多久	1.90	0.00	3.54	0.39	6.74	0.00	0.73	0.00
交出	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
闻	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
匹	1.90	0.00	3.20	0.41	6.10	0.00	0.78	0.00
挤进	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
腰部	1.90	0.00	3.72	0.48	7.07	0.00	0.92	0.00
昨日	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
艾	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
无极	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
跳票	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
思路	1.90	0.00	3.47	0.37	6.61	0.00	0.71	0.00
线下	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
在结构上	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
一晚	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
威海	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
飞翼	6.67	0.00	3.36	0.73	22.41	0.00	4.85	0.00
Carrera	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
弱点	0.95	4.16	4.02	0.50	3.82	16.69	0.47	2.06
priusprime	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
摆平	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
左邻	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
普利司通	0.00	8.31	3.84	0.82	0.00	31.92	0.00	6.78
迷们	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
火爆	3.81	0.00	3.28	0.40	12.48	0.00	1.52	0.00
难题	2.86	0.00	3.47	0.44	9.92	0.00	1.24	0.00
贯	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
渐渐	3.81	4.16	3.24	0.02	12.33	13.46	0.08	0.08
享版	1.90	4.16	3.54	0.08	6.74	14.71	0.16	0.35
特征	7.62	0.00	3.36	0.85	25.62	0.00	6.44	0.00
从中	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
同源	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
整篇	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
丈量	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
一个劲	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
鬼怪	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
充实	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
双飞翼	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
调整期	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
谅解	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
基本一致	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
悄无声息	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
北京	32.37	62.35	2.17	0.01	70.38	135.55	0.39	0.76
有刚	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
官网	0.00	4.16	3.62	0.44	0.00	15.04	0.00	1.84
工体	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
自时	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
千城	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
variablevalvetiming	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
争	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
内地	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
接地	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
留意	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
框式	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
喷有	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
热闹	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
父辈	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
杠五	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
lol	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
少男少女	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
价钱	5.71	0.00	3.11	0.39	17.78	0.00	2.25	0.00
pm2	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
耀世	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
迈出	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
生平	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
黄线	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
抢抓	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
遮	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
适配	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
爆漆	0.00	12.47	3.84	1.00	0.00	47.88	0.00	12.47
LSVF	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
iPhone	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
住	9.52	0.00	3.14	0.62	29.91	0.00	5.93	0.00
防止	3.81	0.00	3.47	0.54	13.22	0.00	2.06	0.00
愤青	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
参赛者	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
wma	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
小幅	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
音响效果	2.86	0.00	3.47	0.40	9.92	0.00	1.16	0.00
生存空间	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
敦厚	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
宏盟	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
利好	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
倘若	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
男星	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
旺销	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
护罩	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
体长	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
自爆	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
抽奖	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
试验	7.62	0.00	3.17	0.48	24.16	0.00	3.69	0.00
助美	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
然	1.90	4.16	3.54	0.08	6.74	14.71	0.16	0.35
钢材	8.57	4.16	3.36	0.24	28.82	13.98	2.02	0.98
min	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
防城港市	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
周围	2.86	0.00	3.36	0.39	9.61	0.00	1.10	0.00
大礼	0.00	0.00	3.62	1.00	0.00	0.00	0.00	0.00
消失	0.95	4.16	3.47	0.09	3.31	14.43	0.09	0.39
多样	1.90	0.00	3.72	0.48	7.07	0.00	0.92	0.00
便利	9.52	0.00	3.24	0.78	30.83	0.00	7.47	0.00
打压	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
冲锋	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
积极进取	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
金达康	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
券	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
遮起来	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
由三厢	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
奥运会	8.57	4.16	2.89	0.08	24.73	11.99	0.67	0.32
陪伴	12.38	0.00	3.11	0.72	38.53	0.00	8.85	0.00
尔巴	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
挺拔	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
社	0.95	0.00	3.54	0.40	3.37	0.00	0.38	0.00
预想到	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
T	0.95	8.31	3.17	0.18	3.02	26.36	0.17	1.46
百车	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
心痒	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
总公司	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
乌鲁木齐	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
无限极	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
张女士	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
稳定性	26.66	12.47	2.77	0.30	73.93	34.58	7.91	3.70
人工	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
条幅	1.90	0.00	3.54	0.39	6.74	0.00	0.73	0.00
推卸责任	0.00	8.31	4.02	1.00	0.00	33.39	0.00	8.31
落日	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
英国皇家	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
虚高	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
改天	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
lmtgls	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
理睬	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
降压	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
Nitz	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
海乔达	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
警界	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
按摩	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
长大	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
科威	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
手指	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
车才	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
前者	2.86	0.00	3.36	0.39	9.61	0.00	1.10	0.00
提出	0.95	4.16	3.36	0.08	3.20	13.98	0.08	0.34
rns315	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
特战	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
查询	0.95	0.00	3.54	0.40	3.37	0.00	0.38	0.00
婚车	0.95	0.00	3.54	0.40	3.37	0.00	0.38	0.00
上装	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
教主	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
好意思	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
可买	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
感恩	0.00	0.00	3.54	1.00	0.00	0.00	0.00	0.00
得益于	20.00	4.16	2.89	0.45	57.70	11.99	9.03	1.88
坐	64.75	58.19	2.18	0.06	141.18	126.88	4.16	3.74
更名	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
刻画	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
看别	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
王道	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
长三角	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
缝线	4.76	4.16	3.54	0.39	16.85	14.71	1.87	1.64
参考价	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
极佳	7.62	0.00	3.36	0.85	25.62	0.00	6.44	0.00
亮条	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
刘皇叔	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
心境	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
一前一后	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
吸入	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
独家	3.81	0.00	3.54	0.62	13.48	0.00	2.37	0.00
头排	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
余姚市	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
国庆	2.86	0.00	2.43	0.70	6.94	0.00	1.99	0.00
拓新	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
思来想去	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
魏德金	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
烟灰缸	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
假发	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
锐意进取	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
警用	0.95	0.00	3.62	0.38	3.45	0.00	0.36	0.00
电气化	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
初心	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
贴住	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
超起	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
釜山	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
夯实	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
洼地	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
支架	0.00	12.47	3.41	0.57	0.00	42.57	0.00	7.14
音乐文件	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
比较严重	0.95	4.16	3.84	0.29	3.66	15.96	0.28	1.20
高抬贵手	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
蓝人秀	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
恰巧	1.90	0.00	3.72	0.42	7.07	0.00	0.80	0.00
悲	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
到哪去	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
拉开	1.90	0.00	3.54	0.37	6.74	0.00	0.70	0.00
耐磨	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
再次	19.04	20.78	2.64	0.05	50.37	54.97	1.04	1.14
可充电	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
磨损	0.95	8.31	3.72	0.48	3.54	30.88	0.46	4.03
世博会	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
目不转睛	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
剥离	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
泥巴	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
c30	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
依赖	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
销售处	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
cs10	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
患者	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
胜负	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
该	20.95	29.10	2.28	0.01	47.76	66.33	0.11	0.16
刚劲有力	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
无牌	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
同日	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
面版	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
改款	31.42	33.25	2.30	0.01	72.14	76.34	0.28	0.30
品尚	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
不可或缺	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
扎克	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
颁发	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
买大	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
吸引力	1.90	8.31	3.36	0.17	6.40	27.95	0.32	1.38
考过	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
不同寻常	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
逗你玩	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
主责	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
条灯	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
宽适	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
二氧化碳	0.95	4.16	4.02	0.50	3.82	16.69	0.47	2.06
燃起	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
便利性	7.62	4.16	3.32	0.35	25.27	13.79	2.70	1.47
制造	19.04	4.16	2.58	0.18	49.22	10.74	3.38	0.74
大理	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
判归	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
碰成	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
传染	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
门	10.47	70.66	2.64	0.33	27.61	186.25	3.51	23.67
分店	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
falcon	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
轻奢	1.90	4.16	3.72	0.22	7.07	15.44	0.41	0.90
画	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
转做	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
副总裁	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
副董事长	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
路试	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
时利	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
吉	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
谣言	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
完实	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
研究	4.76	8.31	2.99	0.00	14.26	24.90	0.02	0.04
势驭领	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
云鼎	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
踩下	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
格力	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
普拉特	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
不问	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
witricity	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
